ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2518,46,21,56,94080,2,1.6,3,0,0,0,0,1,0
2519,29,8,185,92481,4,5.7,3,0,1,0,0,1,0
2520,66,46,43,90625,1,2.1,2,0,0,0,0,1,0
2521,42,22,117,92738,3,2.8,3,384,1,0,0,1,0
2522,24,0,61,94121,3,1.1,2,0,0,0,0,0,0
2523,32,10,75,90084,4,0.8,1,352,0,0,0,1,0
2524,40,19,30,93822,3,0.5,1,0,0,0,0,1,0
2525,25,3,65,90074,2,2.8,1,0,0,0,0,0,0
2526,37,17,85,94961,1,2.5,1,149,0,0,0,0,0
2527,43,22,73,95954,2,1.4,2,0,0,0,0,0,0
2528,64,43,67,90539,2,3.4,1,0,0,0,0,1,0
2529,26,2,101,95792,1,4.5,1,0,0,0,0,1,0
2530,48,28,34,91688,3,0.5,1,0,0,1,0,0,1
2531,63,41,87,90473,2,1.9,2,0,0,0,0,0,0
2532,58,34,20,94981,4,0.9,3,559,0,0,0,0,1
2533,63,38,135,91968,1,5.4,1,0,0,0,0,1,0
2534,30,7,68,92725,4,3.5,3,536,0,0,0,1,0
2535,58,37,113,96103,2,1.5,3,0,1,0,0,1,0
2536,66,44,13,95635,2,0.6,3,0,0,0,0,1,0
2537,37,16,104,93326,2,1.4,3,0,0,1,0,0,0
2538,44,21,48,94290,4,1.2,2,0,0,0,0,0,0
2539,46,25,75,91718,3,3.2,3,352,0,0,1,1,0
2540,44,21,105,90336,1,4.3,1,0,1,0,0,1,1
2541,35,12,71,94365,4,0.7,3,592,0,0,0,1,0
2542,65,40,98,92797,1,1.8,1,0,0,0,0,1,0
2543,65,43,62,95742,2,2.7,1,59,0,0,0,0,0
2544,39,14,140,91841,3,2.2,3,0,1,0,0,1,0
2545,58,36,68,91369,3,1.6,3,0,0,0,1,1,0
2546,40,16,69,94717,2,1.2,3,0,0,0,0,1,1
2547,57,34,70,93298,4,1.0,3,0,0,0,0,1,0
2548,48,24,74,90929,4,3.4,3,0,0,0,0,0,0
2549,43,21,35,93976,4,0.4,2,0,0,0,0,1,0
2550,28,4,42,95472,2,1.4,3,0,0,0,0,0,0
2551,51,29,122,93891,4,4.9,1,0,1,0,0,1,1
2552,37,15,113,94524,1,1.4,1,222,1,1,0,1,0
2553,32,10,109,91028,4,4.1,2,90,1,0,0,1,0
2554,31,7,94,93632,3,2.3,2,219,0,0,0,1,0
2555,66,43,55,94291,3,2.5,2,563,0,0,0,1,0
2556,27,7,52,93479,1,2.3,3,0,0,0,0,1,0
2557,58,34,72,95822,4,3.2,1,554,0,0,0,1,0
2558,61,37,132,95901,2,3.6,3,112,0,1,0,1,0
2559,24,4,82,93348,3,3.7,2,410,0,0,0,1,0
2560,48,23,41,95354,1,1.5,3,0,0,1,0,0,0
2561,48,25,31,90476,4,0.8,1,0,0,0,0,0,1
2562,38,18,115,95716,2,1.6,2,0,0,0,0,1,1
2563,52,30,154,90926,4,2.0,3,0,1,0,0,1,1
2564,40,15,27,95097,4,0.6,2,64,0,0,0,0,0
2565,42,21,117,92765,3,2.7,1,0,0,0,0,1,0
2566,41,16,92,92174,1,4.6,1,215,0,0,0,1,0
2567,58,36,47,95221,2,2.5,1,0,0,0,0,1,1
2568,50,29,83,91052,3,1.3,2,147,0,0,0,1,0
2569,39,17,37,93576,3,1.9,2,0,0,0,0,1,0
2570,63,40,65,91848,3,2.6,2,0,0,1,0,0,1
2571,58,34,74,91641,1,2.3,3,0,0,0,0,0,0
2572,64,39,140,95962,3,7.2,1,0,1,0,1,0,0
2573,55,34,63,91009,1,2.6,1,0,0,0,0,0,0
2574,40,15,50,95974,2,1.8,3,395,0,0,0,1,0
2575,57,34,89,90167,1,1.7,3,0,0,0,1,0,0
2576,37,17,100,91263,3,2.1,3,0,0,1,0,0,0
2577,34,9,49,92324,3,2.4,3,109,0,0,0,1,1
2578,42,20,40,91403,4,0.8,3,208,0,1,0,0,1
2579,65,42,42,91611,2,0.5,3,0,0,0,0,0,0
2580,47,23,140,94079,1,3.0,2,0,0,0,0,1,0
2581,39,19,97,90374,1,3.0,1,0,0,0,0,1,0
2582,43,22,61,93431,4,1.6,1,0,0,0,0,0,0
2583,35,11,128,92519,4,6.5,2,193,1,0,0,1,1
2584,51,30,48,93499,1,1.4,2,0,0,0,0,1,0
2585,38,18,71,92151,3,3.4,1,100,0,0,0,1,0
2586,47,27,37,95623,2,1.3,1,0,0,0,0,1,0
2587,39,15,125,92048,2,4.1,3,0,1,0,0,1,0
2588,37,17,46,93453,3,0.8,1,0,0,0,0,1,0
2589,65,45,47,92715,4,1.0,3,0,0,0,0,1,1
2590,38,15,90,93598,1,4.3,3,0,0,0,0,1,0
2591,26,6,19,92458,4,0.8,2,431,0,0,0,0,0
2592,39,16,33,94100,1,1.0,1,288,0,0,0,1,0
2593,46,23,107,91270,3,5.3,3,134,0,0,0,0,0
2594,27,4,42,93165,1,1.9,2,556,0,0,0,1,0
2595,36,14,225,95281,1,3.3,1,0,1,0,0,1,0
2596,30,6,80,93605,1,2.9,2,0,0,0,0,0,0
2597,45,22,26,91253,4,1.2,1,0,0,0,0,0,1
2598,54,32,16,94629,3,0.7,3,0,0,0,0,0,1
2599,65,45,158,91978,3,2.2,3,0,1,0,0,0,0
2600,40,19,80,95674,1,1.6,2,89,0,0,0,1,0
2601,60,40,66,95116,4,1.8,3,0,1,0,0,1,0
2602,32,12,80,95778,4,1.7,2,0,0,1,0,0,1
2603,57,36,26,95181,2,0.4,3,0,0,1,0,1,0
2604,47,26,72,94140,4,2.7,3,0,0,0,0,1,0
2605,56,36,44,94098,1,1.4,1,0,0,0,0,1,1
2606,56,35,69,91665,2,1.2,3,0,0,0,0,0,0
2607,46,23,56,92297,1,2.0,3,0,0,0,0,1,0
2608,34,13,78,95375,1,1.0,1,0,0,0,0,1,0
2609,46,25,61,93833,4,1.6,3,0,0,0,0,1,0
2610,59,39,54,94302,2,2.4,1,0,0,1,0,1,0
2611,65,45,41,91326,3,2.0,1,0,0,0,0,1,1
2612,63,43,26,92279,4,0.5,1,164,0,1,0,1,0
2613,30,8,23,91556,4,1.1,2,0,0,0,0,0,0
2614,49,26,33,93890,2,1.6,1,0,0,0,0,1,1
2615,27,3,103,93222,2,3.7,1,0,0,0,0,0,0
2616,52,29,40,92620,1,2.1,3,0,0,0,0,1,0
2617,66,43,49,94765,4,1.0,2,0,0,0,0,1,0
2618,25,0,50,95167,4,0.6,3,0,1,0,1,0,0
2619,51,30,57,95764,3,2.7,1,113,0,0,0,1,0
2620,64,40,93,92087,2,2.9,1,0,0,0,0,1,0
2621,60,35,61,92992,4,1.5,3,0,1,0,1,1,1
2622,40,17,113,92725,2,1.4,1,0,0,0,0,1,0
2623,27,2,34,95790,2,0.4,2,0,0,0,0,1,1
2624,63,43,107,94916,4,1.5,3,0,0,0,0,0,1
2625,63,38,148,95731,2,2.7,1,519,0,0,0,1,1
2626,48,25,71,91242,4,3.7,2,443,1,1,1,1,0
2627,66,45,38,93380,1,0.8,2,353,0,0,0,1,0
2628,23,3,94,93496,2,4.3,1,0,0,0,0,1,0
2629,50,26,72,92652,2,0.8,3,517,1,0,1,1,0
2630,24,2,85,92782,2,2.0,2,61,1,0,1,1,0
2631,64,43,115,95238,4,5.7,1,0,1,0,0,1,1
2632,52,30,58,92277,2,1.0,2,0,0,0,0,1,0
2633,63,38,53,92753,4,1.2,2,0,0,0,0,1,1
2634,47,25,249,90681,1,11.4,2,0,1,0,0,0,1
2635,26,6,95,93939,2,1.4,3,0,0,0,0,1,0
2636,24,3,126,90072,2,1.6,3,0,1,0,0,0,1
2637,37,17,111,94636,3,5.8,1,0,1,0,0,1,0
2638,55,31,126,93804,1,3.5,3,0,0,1,0,1,0
2639,29,5,87,95951,2,3.4,3,0,0,0,0,1,0
2640,60,35,118,93472,3,1.8,1,483,0,0,0,1,0
2641,33,10,49,94467,2,1.0,1,0,0,0,0,0,0
2642,44,20,26,95804,4,0.8,1,0,0,0,0,0,0
2643,31,9,43,91416,2,1.7,1,248,0,0,0,1,0
2644,43,20,66,91867,4,1.5,2,0,0,0,0,1,0
2645,42,22,62,93228,1,3.0,1,0,0,0,0,0,0
2646,23,0,72,90251,4,3.2,3,0,1,0,1,1,0
2647,47,24,48,91485,2,1.6,2,526,0,0,0,0,1
2648,57,37,20,92872,1,0.6,1,0,0,0,0,0,1
2649,64,41,57,91516,3,2.1,3,221,0,0,0,0,0
2650,37,13,31,90260,1,1.3,2,0,0,0,0,1,0
2651,61,39,71,94627,1,1.1,1,0,0,0,0,1,0
2652,61,38,89,91604,3,4.2,1,0,0,0,0,1,0
2653,66,45,57,90107,4,1.8,2,0,0,0,0,1,1
2654,39,18,37,94143,2,1.9,2,0,0,0,0,0,1
2655,60,40,74,91405,3,3.8,2,0,0,0,0,1,0
2656,47,26,256,92833,1,2.9,3,0,1,1,0,1,0
2657,25,1,95,94715,1,2.5,2,0,0,0,0,1,0
2658,34,9,99,92028,4,3.2,3,549,1,0,0,1,0
2659,52,29,53,93628,1,1.8,3,260,0,1,0,1,0
2660,30,7,44,94956,2,2.0,2,0,0,0,0,1,0
2661,42,19,127,94561,3,2.0,1,174,1,1,0,1,0
2662,57,35,17,92086,1,0.6,2,0,0,0,0,0,0
2663,29,7,47,92464,4,2.4,2,55,0,0,0,0,1
2664,44,21,167,90992,3,8.9,2,100,1,1,0,1,1
2665,32,8,68,90954,2,0.7,1,89,0,0,0,1,0
2666,46,24,28,91731,4,1.5,2,144,0,0,0,0,0
2667,33,10,91,95843,3,1.4,1,484,0,0,0,0,0
2668,65,43,57,95904,3,1.9,2,0,0,0,0,1,0
2669,26,5,24,95277,1,0.5,1,580,0,0,0,1,0
2670,65,44,81,91550,1,2.9,3,0,0,0,0,0,0
2671,57,37,75,93665,1,0.9,1,0,0,0,0,1,1
2672,60,38,73,92247,3,1.5,3,0,0,0,0,1,1
2673,60,36,94,91707,4,2.2,2,0,0,0,0,1,0
2674,31,7,35,91084,4,1.7,1,393,0,0,0,0,0
2675,63,38,86,95939,3,3.0,3,83,0,0,0,1,0
2676,49,29,78,94015,1,3.2,3,0,0,0,0,1,0
2677,65,41,125,94351,3,4.9,3,0,1,1,0,0,0
2678,61,37,47,91716,3,1.3,3,340,0,1,0,1,0
2679,48,26,137,96064,3,1.5,2,0,0,0,0,1,0
2680,39,18,110,91299,3,1.6,3,0,1,0,0,1,1
2681,28,6,67,91129,3,2.0,3,280,0,1,1,0,0
2682,27,3,73,93639,3,3.7,3,229,1,0,0,0,0
2683,40,15,17,95786,2,0.4,3,0,0,0,0,0,1
2684,58,35,71,94740,1,2.9,3,0,0,0,0,0,1
2685,45,22,106,95894,1,4.9,2,0,1,0,0,0,1
2686,44,21,61,93667,4,3.0,2,549,1,1,0,0,0
2687,33,13,125,91538,2,2.8,1,375,0,0,0,1,0
2688,47,24,91,93090,2,4.6,2,245,0,0,0,0,1
2689,51,31,194,93093,2,7.1,1,0,1,0,0,1,1
2690,66,41,49,96035,1,1.6,3,0,0,0,0,1,0
2691,55,30,101,91826,4,4.4,2,0,1,0,0,1,0
2692,49,26,32,91767,1,0.7,1,238,0,0,0,1,0
2693,63,41,64,92557,1,2.9,1,313,1,0,0,1,1
2694,41,17,94,92931,2,3.6,1,175,0,0,0,1,0
2695,64,41,104,93638,2,4.6,2,0,0,0,0,1,1
2696,39,15,59,91185,1,2.8,1,0,0,0,0,0,0
2697,28,5,132,95019,2,4.9,1,0,0,0,0,0,0
2698,41,20,148,93118,4,1.7,1,0,0,0,0,1,0
2699,28,8,49,92900,2,1.1,1,0,0,0,0,0,0
2700,28,7,65,93010,4,3.1,1,0,0,0,0,1,0
2701,61,38,62,95698,2,2.3,1,0,0,0,0,1,0
2702,57,35,53,94784,1,2.6,3,0,0,1,0,0,0
2703,32,9,143,93509,1,3.8,3,303,1,0,0,1,0
2704,59,38,142,92833,4,4.5,3,0,1,0,0,0,1
2705,26,1,63,91417,2,3.0,1,0,0,0,0,1,0
2706,35,13,100,90886,4,4.3,1,87,1,1,0,0,0
2707,54,29,124,95848,4,3.3,1,0,0,0,0,0,0
2708,36,14,82,95887,1,0.9,2,0,0,0,0,1,0
2709,55,33,60,91723,2,2.9,1,0,0,0,0,1,0
2710,61,38,47,91660,3,2.1,1,0,0,0,1,1,1
2711,25,4,106,95304,1,3.1,2,194,0,1,0,1,1
2712,24,3,33,91518,4,1.1,1,0,0,0,0,0,0
2713,64,42,61,94236,1,1.2,2,0,0,0,1,0,0
2714,45,21,55,95590,4,1.5,2,0,0,0,0,1,1
2715,45,25,32,95744,4,0.5,3,262,0,1,0,1,1
2716,43,21,68,94107,3,1.3,1,0,0,0,0,1,0
2717,42,18,65,90715,4,3.0,1,0,0,0,0,0,1
2718,53,29,41,95492,4,1.1,2,0,0,0,0,1,0
2719,48,26,140,91237,3,6.3,1,297,1,0,0,0,0
2720,30,10,106,91784,3,3.2,1,428,0,0,0,0,0
2721,50,30,73,91099,2,1.0,2,0,0,0,0,1,1
2722,52,30,115,90325,2,3.0,1,0,0,0,0,1,0
2723,27,3,129,91196,4,2.2,1,0,1,0,0,1,0
2724,39,19,143,92686,1,5.7,2,293,1,0,0,0,1
2725,57,32,48,90086,2,2.4,3,0,1,0,0,1,0
2726,50,26,115,91519,3,5.0,1,0,0,0,0,1,0
2727,29,9,65,90932,2,2.8,2,89,0,0,0,1,0
2728,24,2,81,94526,2,3.8,3,84,0,0,0,1,1
2729,48,27,50,94239,3,2.2,1,0,0,0,0,1,1
2730,43,18,71,91333,2,2.5,3,0,0,0,0,1,0
2731,65,42,116,95367,4,4.8,1,154,1,0,0,1,1
2732,45,24,163,90484,1,4.6,3,0,0,0,0,0,1
2733,63,42,68,90982,2,0.9,1,0,0,0,0,0,1
2734,32,9,42,92931,4,1.7,1,0,0,1,0,0,1
2735,42,22,176,95634,2,7.3,3,0,1,0,0,1,0
2736,29,8,47,91748,3,0.9,2,0,0,1,0,1,1
2737,48,28,26,95974,3,1.3,1,593,0,0,0,1,1
2738,31,8,52,91578,2,0.6,3,174,0,1,0,1,1
2739,44,20,18,93923,3,0.8,3,96,0,0,1,1,0
2740,38,16,126,91950,1,6.5,2,0,1,0,0,1,0
2741,31,11,23,93702,3,0.5,1,0,0,0,0,1,1
2742,27,5,46,91898,1,2.3,1,558,0,0,0,1,0
2743,45,20,36,91519,3,1.6,3,0,0,0,0,1,1
2744,64,43,76,92740,1,3.2,1,0,0,0,0,0,0
2745,31,11,163,92049,4,8.4,1,0,1,0,1,0,0
2746,40,20,92,93576,3,3.5,1,319,0,0,0,0,0
2747,32,8,33,93039,1,1.0,1,0,0,0,0,1,0
2748,58,38,210,93338,1,8.2,2,0,1,0,0,1,0
2749,41,18,87,90921,1,2.4,1,75,0,0,0,0,0
2750,65,40,119,93690,4,2.9,1,52,0,0,0,0,0
2751,33,10,29,94509,3,0.4,1,446,0,0,0,0,0
2752,26,4,191,90798,2,5.0,1,0,1,0,0,1,0
2753,48,27,58,91243,2,2.6,1,425,1,0,0,0,1
2754,51,31,28,90371,1,1.4,1,0,0,0,0,1,0
2755,66,46,82,91402,1,4.3,3,0,1,0,0,1,0
2756,61,36,119,95776,4,2.3,1,0,0,0,0,0,1
2757,61,41,100,90591,3,3.5,1,0,0,0,0,0,0
2758,50,30,99,91382,2,3.5,2,0,0,0,0,1,1
2759,38,14,95,90859,1,1.7,3,0,0,0,0,0,1
2760,41,19,78,95148,2,2.7,2,0,0,0,0,1,0
2761,28,6,29,93596,2,0.7,3,0,0,0,0,1,0
2762,41,17,64,90409,1,3.3,1,0,0,0,0,0,0
2763,39,16,59,91464,3,1.2,1,0,0,0,0,0,0
2764,24,0,144,94190,3,6.7,1,0,1,0,0,1,1
2765,31,9,126,94664,4,6.2,1,0,1,1,0,0,0
2766,46,22,55,93739,2,2.3,3,0,0,0,0,1,0
2767,39,14,109,93507,2,2.1,2,0,0,0,0,1,1
2768,66,44,69,92868,4,1.5,3,0,0,0,0,0,0
2769,44,23,26,95191,2,1.4,3,0,0,0,1,0,1
2770,65,40,18,92317,3,0.2,3,166,0,0,0,1,0
2771,52,31,102,95983,3,1.5,1,0,1,0,0,1,0
2772,24,4,39,95359,4,2.0,3,56,1,0,0,0,0
2773,31,8,39,95759,2,1.7,2,0,0,0,0,0,0
2774,54,29,48,94359,3,2.0,1,58,0,0,0,1,0
2775,46,26,103,92137,1,1.7,2,71,1,0,1,1,0
2776,36,11,127,94010,4,4.0,3,268,1,0,0,1,0
2777,45,21,126,92856,1,5.9,3,0,1,1,0,1,1
2778,62,37,25,95750,3,0.6,1,0,0,0,0,1,0
2779,40,18,47,95624,1,0.9,3,0,0,0,0,0,0
2780,24,3,43,90416,2,0.5,2,0,0,0,0,1,0
2781,36,13,103,94672,1,3.8,2,0,1,0,0,0,0
2782,64,44,47,94644,3,1.1,1,0,0,0,0,1,0
2783,56,31,67,93790,2,3.2,1,0,0,0,0,0,0
2784,59,36,108,96001,3,2.4,1,0,0,0,0,0,1
2785,63,41,74,90487,2,1.2,3,0,0,0,0,1,1
2786,28,5,86,96022,1,4.4,3,0,1,0,0,1,0
2787,35,11,65,90026,3,3.4,1,251,0,0,0,0,1
2788,25,2,120,91075,3,4.8,1,0,1,0,0,1,0
2789,23,0,127,94003,3,6.4,1,579,1,0,0,1,0
2790,59,34,95,95021,2,1.6,3,0,0,0,0,1,1
2791,64,39,127,95612,3,3.8,2,0,1,0,0,1,0
2792,29,6,247,90364,3,4.7,2,0,1,1,0,1,1
2793,54,30,107,95106,1,3.3,1,457,0,0,0,0,0
2794,46,25,71,94290,1,3.1,1,0,0,0,0,0,0
2795,26,6,87,92489,2,4.1,3,0,0,0,0,1,0
2796,63,41,134,93975,1,1.4,2,0,0,0,0,1,1
2797,61,36,57,92454,3,1.5,1,0,0,0,1,1,0
2798,47,27,55,92825,1,2.9,1,53,0,0,1,1,0
2799,54,31,87,91288,1,3.1,1,0,0,0,0,1,0
2800,40,19,70,92135,1,1.6,1,0,0,0,0,1,1
2801,57,35,42,94112,2,1.1,1,0,0,0,0,1,1
2802,42,22,79,91482,1,1.9,3,0,0,0,0,1,0
2803,66,42,149,94921,3,4.4,1,0,0,0,0,1,0
2804,25,1,93,92166,1,2.7,1,332,0,0,0,1,0
2805,30,6,38,95723,4,1.2,2,535,0,0,0,0,0
2806,65,41,102,90616,3,3.1,1,337,0,0,0,1,0
2807,35,14,62,92173,1,2.0,2,0,0,0,0,0,0
2808,36,13,203,91874,2,2.3,3,0,1,0,0,0,0
2809,57,37,97,93537,1,1.2,1,0,0,0,0,0,1
2810,31,9,52,93148,4,1.4,3,0,0,1,0,1,0
2811,45,22,106,90401,3,5.1,1,0,1,0,0,1,0
2812,35,11,83,93191,4,3.7,1,0,0,0,0,1,0
2813,31,11,141,93303,2,2.1,1,0,0,0,0,1,1
2814,65,41,55,93577,1,1.7,2,0,0,0,0,1,1
2815,31,9,97,93312,1,3.5,1,0,0,0,0,1,0
2816,27,2,29,94508,2,0.9,3,0,0,0,0,0,0
2817,52,29,78,94465,4,3.1,1,0,0,0,0,0,0
2818,61,38,37,90723,2,2.0,2,0,0,0,0,1,1
2819,28,4,81,93953,4,1.1,1,0,1,0,0,1,0
2820,54,30,91,95270,2,2.9,1,0,0,0,0,1,1
2821,46,26,95,92889,1,3.1,2,0,0,0,0,0,1
2822,59,36,55,92268,2,1.9,1,0,0,0,0,0,0
2823,28,8,79,93232,1,1.4,1,0,0,0,0,0,0
2824,65,43,132,91185,3,5.0,2,0,0,0,0,1,0
2825,50,26,173,92813,1,2.1,3,492,1,0,0,1,1
2826,60,35,80,91112,3,3.4,3,0,0,0,0,1,1
2827,38,17,134,92225,2,5.2,1,451,1,0,0,1,1
2828,64,42,45,94996,2,1.1,1,337,0,0,0,1,0
2829,50,27,60,95704,3,3.2,1,170,0,0,0,0,1
2830,28,6,85,92963,3,3.9,1,0,0,0,0,0,0
2831,63,42,70,95789,4,2.3,1,0,0,0,0,1,0
2832,58,37,66,91597,2,3.5,1,0,1,0,0,1,0
2833,36,14,126,91566,4,5.8,1,0,1,0,1,1,1
2834,47,24,41,95774,4,0.7,2,0,0,0,0,1,0
2835,40,15,43,93852,4,1.5,1,0,0,0,0,1,1
2836,46,23,34,93634,4,1.2,1,0,0,0,0,1,0
2837,65,43,87,92239,4,3.3,1,0,0,0,1,1,0
2838,62,39,62,93932,2,3.1,1,230,0,0,0,1,0
2839,32,8,120,95831,3,3.8,3,0,1,0,0,1,0
2840,65,43,83,91537,4,1.1,1,0,0,0,0,1,0
2841,42,20,54,94721,2,1.7,1,257,0,0,0,1,0
2842,54,33,49,92478,4,2.2,3,0,0,0,0,0,0
2843,56,31,18,92175,3,0.5,1,0,0,0,0,1,1
2844,44,19,68,91903,2,0.8,1,0,0,0,0,1,1
2845,43,22,37,95341,4,0.9,3,0,0,0,1,1,1
2846,43,21,128,91524,1,5.1,2,553,1,0,0,1,1
2847,60,39,61,92644,3,0.8,3,107,0,0,0,0,1
2848,39,14,31,95572,4,0.8,3,0,0,0,0,0,1
2849,35,15,142,93023,1,2.2,2,0,0,0,0,0,1
2850,38,17,68,90796,2,2.1,1,0,0,0,0,0,0
2851,31,10,101,96052,3,1.6,2,323,1,0,1,0,0
2852,40,17,54,90553,1,0.8,1,0,0,0,0,1,0
2853,28,7,144,95557,4,5.8,2,0,1,0,0,0,0
2854,26,3,46,92357,3,0.8,3,371,0,0,0,1,1
2855,54,30,62,94038,2,1.0,1,0,0,0,0,1,0
2856,26,2,25,94077,2,0.9,3,0,0,0,0,0,0
2857,48,28,142,91661,1,1.7,2,203,0,0,0,0,0
2858,57,37,51,91957,1,0.6,1,0,0,0,0,1,1
2859,54,34,88,90826,3,2.5,3,0,0,1,0,0,0
2860,42,17,94,91254,4,2.4,2,0,0,0,0,1,0
2861,31,8,130,90339,2,4.4,2,0,0,0,0,1,0
2862,63,40,84,90338,1,4.5,2,263,0,0,0,1,0
2863,59,35,71,92582,3,2.0,1,0,0,0,0,0,1
2864,49,26,123,95162,3,4.3,1,317,1,0,0,0,0
2865,26,5,94,92438,1,4.7,2,0,0,0,0,0,0
2866,24,1,65,94565,3,2.0,3,598,0,0,0,1,1
2867,36,12,146,92025,1,6.4,2,0,0,0,0,1,1
2868,29,9,98,93997,1,3.3,3,0,1,0,0,1,0
2869,60,37,36,93232,2,1.4,3,342,0,0,0,0,1
2870,32,10,160,94545,3,8.1,1,0,1,0,0,0,1
2871,35,15,54,94210,3,0.5,3,0,0,0,0,0,0
2872,65,44,130,95217,3,6.4,3,202,1,0,0,1,0
2873,59,37,31,93433,1,1.0,1,0,0,0,0,1,0
2874,32,10,122,91648,2,4.4,1,0,0,0,0,1,1
2875,39,18,37,90518,3,1.1,3,0,0,0,0,1,0
2876,45,22,83,94902,3,1.8,3,0,0,0,1,0,0
2877,52,30,96,91248,1,1.2,3,190,0,0,0,1,0
2878,64,42,66,90638,4,3.4,2,313,0,0,0,0,1
2879,61,37,75,92639,1,2.8,3,0,0,0,0,1,0
2880,65,45,41,95786,4,2.0,2,0,0,0,0,0,0
2881,24,2,116,91991,3,2.6,3,0,1,0,0,0,0
2882,33,13,85,93501,1,1.9,2,0,0,0,1,1,0
2883,47,22,46,92884,2,1.1,3,302,0,0,0,0,1
2884,25,4,87,94734,2,1.7,3,88,1,1,0,1,0
2885,38,14,89,95061,4,2.8,1,0,0,0,0,1,0
2886,29,8,77,93019,3,3.9,3,522,1,0,0,1,1
2887,64,43,18,92693,2,0.9,2,0,0,0,0,1,0
2888,25,2,61,92481,4,1.9,1,314,0,0,1,0,0
2889,29,5,115,94381,1,2.9,1,331,0,0,0,1,0
2890,31,10,99,94377,4,3.6,2,328,1,0,0,1,0
2891,29,8,97,91613,4,3.5,1,0,0,0,0,0,0
2892,48,23,85,92042,2,3.4,1,0,1,0,0,0,0
2893,39,18,122,94449,1,4.1,2,0,0,0,0,0,0
2894,63,42,53,93719,4,0.6,1,0,0,0,0,1,0
2895,34,10,47,94537,4,0.6,1,130,0,0,0,1,0
2896,46,26,181,90008,2,9.4,3,0,1,0,0,1,0
2897,52,27,50,95486,1,2.1,1,0,0,1,0,0,0
2898,50,25,35,95196,2,1.8,2,0,0,0,0,1,0
2899,58,33,65,95530,1,1.6,1,0,0,0,0,0,0
2900,31,10,79,91034,3,2.6,3,0,0,0,0,0,1
2901,45,25,122,93493,3,2.9,1,0,0,0,0,1,0
2902,58,36,61,93804,2,3.0,3,0,0,0,0,1,0
2903,60,38,60,91792,3,1.3,3,0,0,0,0,1,1
2904,50,25,75,95302,3,3.0,3,0,0,0,0,1,0
2905,51,28,55,90368,1,1.0,2,0,0,0,0,0,0
2906,61,36,31,94218,2,0.5,2,336,0,0,0,1,1
2907,50,26,37,93543,4,0.6,1,210,0,0,0,0,0
2908,64,40,140,92937,4,4.6,2,0,1,0,0,1,1
2909,28,8,108,94781,4,5.0,2,0,0,0,0,0,0
2910,38,18,74,93127,4,3.9,2,291,0,0,0,1,0
2911,27,7,99,90416,1,3.7,1,0,1,0,0,1,0
2912,26,3,110,92723,2,3.6,2,0,0,0,0,0,0
2913,43,22,52,95789,2,2.3,2,513,0,1,0,1,1
2914,32,7,41,90214,3,0.5,2,0,0,0,0,0,0
2915,40,20,132,90371,4,5.9,2,0,1,0,1,0,0
2916,42,17,20,94799,3,0.9,1,0,0,0,0,1,0
2917,50,26,100,90674,3,3.3,2,0,1,0,0,1,0
2918,64,44,82,95929,1,0.9,1,0,0,0,0,1,0
2919,60,40,125,93359,3,2.3,3,0,1,0,0,1,0
2920,39,17,102,94467,4,2.7,3,0,1,0,0,1,0
2921,37,15,98,94337,4,5.0,1,0,1,0,0,1,0
2922,56,35,44,95572,3,1.7,1,0,1,0,0,0,1
2923,28,5,112,96192,1,3.6,2,0,0,0,0,0,0
2924,46,26,93,95403,1,2.9,3,0,0,0,0,1,0
2925,41,21,47,94200,3,2.1,1,0,0,0,0,0,0
2926,31,7,83,92202,4,2.0,2,169,0,0,0,1,1
2927,50,25,39,92001,4,0.5,1,0,0,0,0,1,0
2928,37,16,68,92250,2,2.7,3,578,0,0,0,1,0
2929,31,6,221,96014,3,5.4,1,0,1,0,0,1,0
2930,51,29,42,92848,1,1.0,3,162,0,0,0,1,0
2931,30,8,31,90257,3,0.9,2,0,0,0,0,0,0
2932,52,32,37,90567,1,0.8,3,0,0,0,0,1,0
2933,30,8,67,93451,4,3.3,3,0,0,0,0,0,0
2934,42,20,106,90277,4,5.0,2,0,1,0,0,1,0
2935,58,35,76,94228,1,4.0,2,330,0,0,0,1,0
2936,33,13,33,90015,4,1.7,3,101,0,0,0,1,0
2937,56,35,105,94137,4,2.5,3,408,1,0,0,1,1
2938,54,32,24,93278,2,0.6,2,0,0,1,0,1,0
2939,62,42,36,94141,2,1.4,1,0,0,0,0,1,0
2940,30,10,54,93339,1,0.6,3,450,0,0,0,0,1
2941,54,31,130,92461,4,6.9,1,0,0,0,0,1,1
2942,64,39,78,90482,1,0.8,3,219,0,0,1,0,0
2943,56,33,79,93694,4,2.6,1,0,0,0,0,1,0
2944,31,11,34,91099,3,1.3,2,0,0,0,0,1,0
2945,59,34,57,95496,4,2.8,3,0,1,0,0,1,0
2946,27,4,120,94597,2,4.5,2,0,1,0,0,1,1
2947,48,24,90,95872,4,3.2,2,0,1,0,0,1,0
2948,44,23,107,93297,2,2.5,1,0,0,1,0,1,1
2949,46,23,73,95717,2,2.6,1,142,0,0,0,0,0
2950,45,25,120,94827,2,5.1,1,262,1,0,1,1,0
2951,24,1,34,95155,4,1.1,2,0,0,0,0,1,1
2952,45,24,67,91243,2,2.9,2,0,0,0,0,1,0
